"Indicator","PUBLISH STATES","Year","WHO region","Country","Beverage Types","Display Value","Numeric","Low","High","Comments"
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Western Pacific","New Zealand","Wine","33.9","33.90000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Belgium","Other alcoholic beverages","0.1","0.10000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Argentina","Beer","40.7","40.70000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Guatemala","Beer","41.9","41.90000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Turkmenistan","Other alcoholic beverages","0.0","0.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Dominican Republic","Wine","2.7","2.70000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","United Kingdom of Great Britain and Northern Ireland","Beer","36.9","36.90000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","El Salvador","Other alcoholic beverages","0.0","0.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Chile","Other alcoholic beverages","0.0","0.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Western Pacific","Philippines","Wine","0.3","0.30000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Austria","Other alcoholic beverages","0.0","0.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Malta","Beer","39.4","39.40000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Africa","Gambia","Spirits","0.3","0.30000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Albania","Wine","19.8","19.80000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Panama","Other alcoholic beverages","0.2","0.20000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Africa","Equatorial Guinea","Beer","27.8","27.80000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Hungary","Other alcoholic beverages","0.0","0.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Western Pacific","Singapore","Wine","13.5","13.50000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Latvia","Beer","46.9","46.90000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Western Pacific","Tuvalu","Beer","10.0","10.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Montenegro","Other alcoholic beverages","0.4","0.40000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Dominican Republic","Spirits","42.7","42.70000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Cuba","Beer","38.8","38.80000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Africa","Congo","Beer","78.4","78.40000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Norway","Other alcoholic beverages","2.1","2.10000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Malta","Wine","32.7","32.70000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Africa","Kenya","Other alcoholic beverages","20.4","20.40000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Africa","Gambia","Other alcoholic beverages","93.5","93.50000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","The former Yugoslav republic of Macedonia","Spirits","12.6","12.60000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Africa","Rwanda","Wine","0.0","0.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Western Pacific","Nauru","Wine","14.6","14.60000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Chile","Spirits","29.4","29.40000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Western Pacific","Australia","Other alcoholic beverages","6.8","6.80000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Eastern Mediterranean","Iraq","Wine","1.0","1.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Greece","Spirits","24.2","24.20000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Western Pacific","Kiribati","Beer","36.9","36.90000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Western Pacific","Singapore","Spirits","14.7","14.70000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Canada","Wine","22.0","22.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Jamaica","Beer","42.0","42.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Eastern Mediterranean","United Arab Emirates","Wine","2.9","2.90000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Western Pacific","Samoa","Beer","70.9","70.90000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Western Pacific","Fiji","Beer","67.7","67.70000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Jamaica","Other alcoholic beverages","1.6","1.60000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Andorra","Wine","45.3","45.30000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Western Pacific","Mongolia","Beer","27.6","27.60000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Costa Rica","Spirits","35.5","35.50000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Saint Lucia","Beer","29.7","29.70000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Venezuela (Bolivarian Republic of)","Spirits","23.4","23.40000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Western Pacific","Brunei Darussalam","Beer","89.8","89.80000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Ukraine","Beer","40.5","40.50000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Portugal","Spirits","10.9","10.90000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Luxembourg","Wine","42.8","42.80000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","South-East Asia","India","Other alcoholic beverages","0.0","0.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Africa","Mozambique","Other alcoholic beverages","4.3","4.30000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Eastern Mediterranean","Tunisia","Beer","68.6","68.60000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Africa","Uganda","Wine","0.1","0.10000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Paraguay","Wine","18.2","18.20000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Eastern Mediterranean","Egypt","Spirits","40.3","40.30000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Eastern Mediterranean","Pakistan","Beer","No data","","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Honduras","Wine","1.1","1.10000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Peru","Beer","46.8","46.80000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Africa","Guinea","Beer","78.9","78.90000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Brazil","Spirits","36.3","36.30000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Denmark","Spirits","14.1","14.10000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Lithuania","Other alcoholic beverages","11.6","11.60000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Andorra","Spirits","20.1","20.10000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","South-East Asia","Bhutan","Wine","0.0","0.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Africa","Swaziland","Beer","33.6","33.60000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Haiti","Other alcoholic beverages","0.0","0.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Netherlands","Wine","36.4","36.40000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Colombia","Spirits","32.5","32.50000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Denmark","Other alcoholic beverages","0.0","0.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Africa","Ghana","Beer","30.0","30.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Andorra","Beer","34.6","34.60000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Eastern Mediterranean","Pakistan","Wine","No data","","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Germany","Wine","27.8","27.80000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Saint Kitts and Nevis","Other alcoholic beverages","0.6","0.60000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","France","Other alcoholic beverages","1.7","1.70000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","United States of America","Beer","50.0","50.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Belarus","Wine","5.2","5.20000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Spain","Beer","49.7","49.70000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Bahamas","Beer","34.0","34.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Colombia","Beer","66.1","66.10000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Suriname","Spirits","57.2","57.20000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Africa","Zimbabwe","Beer","23.7","23.70000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Africa","Algeria","Spirits","0.0","0.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Eastern Mediterranean","Tunisia","Spirits","3.7","3.70000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Bahamas","Other alcoholic beverages","1.0","1.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","South-East Asia","Myanmar","Wine","5.7","5.70000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Saint Kitts and Nevis","Wine","7.4","7.40000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","United Kingdom of Great Britain and Northern Ireland","Other alcoholic beverages","7.5","7.50000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Western Pacific","Cook Islands","Other alcoholic beverages","0.0","0.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Eastern Mediterranean","Lebanon","Wine","29.1","29.10000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","South-East Asia","Nepal","Wine","0.9","0.90000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Eastern Mediterranean","Morocco","Wine","36.5","36.50000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Eastern Mediterranean","Somalia","Other alcoholic beverages","No data","","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Eastern Mediterranean","Qatar","Beer","1.2","1.20000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Turkey","Spirits","27.9","27.90000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Africa","Kenya","Beer","56.1","56.10000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Suriname","Wine","2.3","2.30000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Finland","Other alcoholic beverages","12.6","12.60000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Africa","Chad","Beer","66.3","66.30000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Sweden","Spirits","15.1","15.10000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Western Pacific","Japan","Wine","4.1","4.10000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Uzbekistan","Other alcoholic beverages","0.0","0.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Europe","Iceland","Other alcoholic beverages","0.5","0.50000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Africa","Benin","Other alcoholic beverages","16.5","16.50000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Africa","Malawi","Other alcoholic beverages","76.2","76.20000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Africa","Liberia","Beer","10.8","10.80000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Eastern Mediterranean","Saudi Arabia","Spirits","97.9","97.90000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Africa","Gabon","Spirits","19.8","19.80000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Western Pacific","Samoa","Other alcoholic beverages","0.0","0.00000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","Trinidad and Tobago","Other alcoholic beverages","0.3","0.30000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Americas","El Salvador","Beer","41.7","41.70000","","",""
"Alcohol, consumption of pure alcohol by type of beverage (%)","Published","2010","Africa","Namibia","Beer","96.7","96.70000","","",""
